python3 torchchat.py export llama3.1 --quantize '{"linear:int4": {"groupsize": 256}, "precision": {"dtype":"bfloat16"}, "executor":{"accelerator":"cpu"}}' --output-dso-path /tmp/model34.so
-----------------------------------------------------------
Once upon a time, in a little village surrounded by mountains and forests, there lived a young girl named Sophie. Sophie was a happy and adventurous girl who loved to explore the outdoors. One day, while out collecting wildflowers, Sophie stumbled upon a beautiful and rare species of flower that she had never seen before.

The flower was unlike any other she had ever seen, with petals as delicate as silk and a fragrance that was both sweet and intoxicating. Sophie was immediately drawn to the flower and couldn't resist picking it.

As soon as she did, Sophie felt a sudden rush of energy and a strange sense of euphoria. She felt as if she had been given a magical gift, and her senses were heightened, allowing her to see, smell, and hear things that she had never been aware of before.

Over the next few weeks, Sophie couldn't stop thinking about the flower. She wanted to learn more about it and understand its secrets. She spent hours researching and studying, trying to figure out what made it so special.

But as the days went by, Sophie began to realize that she wasn't alone in her quest for knowledge. There were others who were also searching for the flower, and they were not necessarily well-intentioned.

Some were collectors who wanted to capture and use the2024-11-06:14:32:50,433 INFO     [generate.py:1167] 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~                
Generated 255 tokens                 
Time for inference 1: 174.1515 sec total                 
Time to first token: 9.2965 sec with sequential prefill.                

      Total throughput: 1.4700 tokens/sec, 0.6803 s/token                 
First token throughput: 0.1076 tokens/sec, 9.2965 s/token                 
 Next token throughput: 1.5468 tokens/sec, 0.6465 s/token                     
2024-11-06:14:32:50,434 INFO     [generate.py:1178] 
Bandwidth achieved: 23.61 GB/s
2024-11-06:14:32:50,434 INFO     [generate.py:1182] *** This first iteration will include cold start effects for dynamic import, hardware caches. ***

========================================

Once upon a time, a man who traveled through the land made the following observations about the natural scenery around the different cities he visited:
\begin{align*}
\text{City 1: } \hspace{.5cm}&\hspace{.4cm}0 \hspace{.4cm}\text{km from big river}\\
\text{City 2: } \hspace{.5cm}&\hspace{.6cm}110\hspace{.4cm}\text{km from big river}\\
\text{City 3: } \hspace{.5cm}&\hspace{.5cm}210\hspace{.4cm}\text{km from big river}\\
\text{City 4: } \hspace{.5cm}&\hspace{.5cm}280\hspace{.4cm}\text{km from big river}\\
\text{City 5: } \hspace{.5cm}&\hspace{.5cm}330\hspace{.4cm}\text{km from big river}\\
\end{align*}
The man then measured the distance from his current location to a big mountain. His2024-11-06:14:34:36,255 INFO     [generate.py:1167] 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~                
Generated 255 tokens                 
Time for inference 2: 105.8208 sec total                 
Time to first token: 1.5529 sec with sequential prefill.                

      Total throughput: 2.4192 tokens/sec, 0.4134 s/token                 
First token throughput: 0.6439 tokens/sec, 1.5529 s/token                 
 Next token throughput: 2.4456 tokens/sec, 0.4089 s/token                     
2024-11-06:14:34:36,255 INFO     [generate.py:1178] 
Bandwidth achieved: 38.85 GB/s

========================================

Once upon a time, in a small village nestled between two mountains, there lived a young girl named Sarah. She lived with her parents in a small cottage at the foot of the mountains. Sarah loved to explore the mountains, and spent most of her time playing in the hills and forests that surrounded her home. She would often climb to the top of a nearby cliff, where she could see for miles in every direction, and imagine that she was a brave adventurer, exploring uncharted lands.

One day, while out exploring, Sarah stumbled upon a hidden cave deep in the mountains. She had never seen the cave before, despite having explored the area for years, and was intrigued by its secrecy. The cave was hidden behind a thick veil of foliage, and only visible from a certain angle. It was a narrow entrance, with a low ceiling and a dark, damp interior. Sarah's heart raced with excitement as she cautiously made her way inside.

The cave was much larger than it looked from the outside. Sarah walked for what felt like hours, her footsteps echoing off the walls as she made her way deeper into the cave. She stumbled upon ancient carvings, some of which depicted animals, while others looked like they might be maps or stories. As she reached the back of the cave, Sarah2024-11-06:14:37:09,892 INFO     [generate.py:1167] 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~                
Generated 255 tokens                 
Time for inference 3: 153.6373 sec total                 
Time to first token: 1.2848 sec with sequential prefill.                

      Total throughput: 1.6663 tokens/sec, 0.6001 s/token                 
First token throughput: 0.7783 tokens/sec, 1.2848 s/token                 
 Next token throughput: 1.6737 tokens/sec, 0.5975 s/token                     
2024-11-06:14:37:09,893 INFO     [generate.py:1178] 
Bandwidth achieved: 26.76 GB/s

========================================


      Average tokens/sec (total): 1.85                 
Average tokens/sec (first token): 0.51                 
Average tokens/sec (next tokens): 1.89 
                
Memory used: 0.00 GB
